1,1023,3080
2,1024,3088
3,1025,3096
4,1026,3104
5,1027,3112
6,1028,3120
7,1029,3128
8,1030,3136
9,1031,3144
10,1032,3152
11,1033,3160
12,1034,3168
13,1035,3176
14,1036,3184
15,1037,3192
16,1038,3200
17,1039,3208
18,1040,3216
19,1041,3224
20,1042,3232
21,1043,3240
22,1044,3248
23,1045,3256
24,1046,3264
25,1047,3272
26,1048,3280
27,1049,3288
28,1050,3296
29,1051,3304
30,1052,3312
31,1053,3320
32,1054,3328
33,1055,3336
34,1056,3344
35,1057,3352
36,1058,3360
37,1059,3368
38,1060,3376
39,1061,3384
40,1062,3392
41,1063,3400
42,1064,3408
43,1065,3416
44,1066,3424
45,1067,3432
46,1068,3440
47,1069,3448
48,1070,3456
49,1071,3464
50,1072,3472
51,1073,3480
52,1074,3488
53,1075,3496
54,1076,3504
55,1077,3512
56,1078,3520
57,1079,3528
58,1080,3536
59,1081,3544
60,1082,3552
61,1083,3560
62,1084,3568
63,1085,3576
64,1086,3584
65,1087,3592
66,1088,3600
67,1089,3608
68,1090,3616
69,1091,3624
70,1092,3632
71,1093,3640
72,1094,3648
73,1095,3656
74,1096,3664
75,1097,3672
76,1098,3680
77,1099,3688
78,1100,3696
79,1101,3704
80,1102,3712
81,1103,3720
82,1104,3728
83,1105,3736
84,1106,3744
85,1107,3752
86,1108,3760
87,1109,3768
88,1110,3776
89,1111,3784
90,1112,3792
91,1113,3800
92,1114,3808
93,1115,3816
94,1116,3824
95,1117,3832
96,1118,3840
97,1119,3848
98,1120,3856
99,1121,3864
100,1122,3872
101,1123,3880
102,1124,3888
103,1125,3896
104,1126,3904
105,1127,3912
106,1128,3920
107,1129,3928
108,1130,3936
109,1131,3944
110,1132,3952
111,1133,3960
112,1134,3968
113,1135,3976
114,1136,3984
115,1137,3992
116,1138,4000
117,1139,4008
118,1140,4016
119,1141,4024
120,1142,4032
121,1143,4040
122,1144,4048
123,1145,4056
124,1146,4064
125,1147,4072
126,1148,4080
127,1149,4088
128,1150,4096
129,1151,4104
130,1152,4112
131,1153,4120
132,1154,4128
133,1155,4136
134,1156,4144
135,1157,4152
136,1158,4160
137,1159,4168
138,1160,4176
139,1161,4184
140,1162,4192
141,1163,4200
142,1164,4208
143,1165,4216
144,1166,4224
145,1167,4232
146,1168,4240
147,1169,4248
148,1170,4256
149,1171,4264
150,1172,4272
151,1173,4280
152,1174,4288
153,1175,4296
154,1176,4304
155,1177,4312
156,1178,4320
157,1179,4328
158,1180,4336
159,1181,4344
160,1182,4352
161,1183,4360
162,1184,4368
163,1185,4376
164,1186,4384
165,1187,4392
166,1188,4400
167,1189,4408
168,1190,4416
169,1191,4424
170,1192,4432
171,1193,4440
172,1194,4448
173,1195,4456
174,1196,4464
175,1197,4472
176,1198,4480
177,1199,4488
178,1200,4496
179,1201,4504
180,1202,4512
181,1203,4520
182,1204,4528
183,1205,4536
184,1206,4544
185,1207,4552
186,1208,4560
187,1209,4568
188,1210,4576
189,1211,4584
190,1212,4592
191,1213,4600
192,1214,4608
193,1215,4616
194,1216,4624
195,1217,4632
196,1218,4640
197,1219,4648
198,1220,4656
199,1221,4664
200,1222,4672
201,1223,4680
202,1224,4688
203,1225,4696
204,1226,4704
205,1227,4712
206,1228,4720
207,1229,4728
208,1230,4736
209,1231,4744
210,1232,4752
211,1233,4760
212,1234,4768
213,1235,4776
214,1236,4784
215,1237,4792
216,1238,4800
217,1239,4808
218,1240,4816
219,1241,4824
220,1242,4832
221,1243,4840
222,1244,4848
223,1245,4856
224,1246,4864
225,1247,4872
226,1248,4880
227,1249,4888
228,1250,4896
229,1251,4904
230,1252,4912
231,1253,4920
232,1254,4928
233,1255,4936
234,1256,4944
235,1257,4952
236,1258,4960
237,1259,4968
238,1260,4976
239,1261,4984
240,1262,4992
241,1263,5000
242,1264,5008
243,1265,5016
244,1266,5024
245,1267,5032
246,1268,5040
247,1269,5048
248,1270,5056
249,1271,5064
250,1272,5072
251,1273,5080
252,1274,5088
253,1275,5096
254,1276,5104
255,1277,5112
256,1278,5120
257,1279,5128
258,1280,5136
259,1281,5144
260,1282,5152
261,1283,5160
262,1284,5168
263,1285,5176
264,1286,5184
265,1287,5192
266,1288,5200
267,1289,5208
268,1290,5216
269,1291,5224
270,1292,5232
271,1293,5240
272,1294,5248
273,1295,5256
274,1296,5264
275,1297,5272
276,1298,5280
277,1299,5288
278,1300,5296
279,1301,5304
280,1302,5312
281,1303,5320
282,1304,5328
283,1305,5336
284,1306,5344
285,1307,5352
286,1308,5360
287,1309,5368
288,1310,5376
289,1311,5384
290,1312,5392
291,1313,5400
292,1314,5408
293,1315,5416
294,1316,5424
295,1317,5432
296,1318,5440
297,1319,5448
298,1320,5456
299,1321,5464
300,1322,5472
301,1323,5480
302,1324,5488
303,1325,5496
304,1326,5504
305,1327,5512
306,1328,5520
307,1329,5528
308,1330,5536
309,1331,5544
310,1332,5552
311,1333,5560
312,1334,5568
313,1335,5576
314,1336,5584
315,1337,5592
316,1338,5600
317,1339,5608
318,1340,5616
319,1341,5624
320,1342,5632
321,1343,5640
322,1344,5648
323,1345,5656
324,1346,5664
325,1347,5672
326,1348,5680
327,1349,5688
328,1350,5696
329,1351,5704
330,1352,5712
331,1353,5720
332,1354,5728
333,1355,5736
334,1356,5744
335,1357,5752
336,1358,5760
337,1359,5768
338,1360,5776
339,1361,5784
340,1362,5792
341,1363,5800
342,1364,5808
343,1365,5816
344,1366,5824
345,1367,5832
346,1368,5840
347,1369,5848
348,1370,5856
349,1371,5864
350,1372,5872
351,1373,5880
352,1374,5888
353,1375,5896
354,1376,5904
355,1377,5912
356,1378,5920
357,1379,5928
358,1380,5936
359,1381,5944
360,1382,5952
361,1383,5960
362,1384,5968
363,1385,5976
364,1386,5984
365,1387,5992
366,1388,6000
367,1389,6008
368,1390,6016
369,1391,6024
370,1392,6032
371,1393,6040
372,1394,6048
373,1395,6056
374,1396,6064
375,1397,6072
376,1398,6080
377,1399,6088
378,1400,6096
379,1401,6104
380,1402,6112
381,1403,6120
382,1404,6128
383,1405,6136
384,1406,6144
385,1407,6152
386,1408,6160
387,1409,6168
388,1410,6176
389,1411,6184
390,1412,6192
391,1413,6200
392,1414,6208
393,1415,6216
394,1416,6224
395,1417,6232
396,1418,6240
397,1419,6248
398,1420,6256
399,1421,6264
400,1422,6272
401,1423,6280
402,1424,6288
403,1425,6296
404,1426,6304
405,1427,6312
406,1428,6320
407,1429,6328
408,1430,6336
409,1431,6344
410,1432,6352
411,1433,6360
412,1434,6368
413,1435,6376
414,1436,6384
415,1437,6392
416,1438,6400
417,1439,6408
418,1440,6416
419,1441,6424
420,1442,6432
421,1443,6440
422,1444,6448
423,1445,6456
424,1446,6464
425,1447,6472
426,1448,6480
427,1449,6488
428,1450,6496
429,1451,6504
430,1452,6512
431,1453,6520
432,1454,6528
433,1455,6536
434,1456,6544
435,1457,6552
436,1458,6560
437,1459,6568
438,1460,6576
439,1461,6584
440,1462,6592
441,1463,6600
442,1464,6608
443,1465,6616
444,1466,6624
445,1467,6632
446,1468,6640
447,1469,6648
448,1470,6656
449,1471,6664
450,1472,6672
451,1473,6680
452,1474,6688
453,1475,6696
454,1476,6704
455,1477,6712
456,1478,6720
457,1479,6728
458,1480,6736
459,1481,6744
460,1482,6752
461,1483,6760
462,1484,6768
463,1485,6776
464,1486,6784
465,1487,6792
466,1488,6800
467,1489,6808
468,1490,6816
469,1491,6824
470,1492,6832
471,1493,6840
472,1494,6848
473,1495,6856
474,1496,6864
475,1497,6872
476,1498,6880
477,1499,6888
478,1500,6896
479,1501,6904
480,1502,6912
481,1503,6920
482,1504,6928
483,1505,6936
484,1506,6944
485,1507,6952
486,1508,6960
487,1509,6968
488,1510,6976
489,1511,6984
490,1512,6992
491,1513,7000
492,1514,7008
493,1515,7016
494,1516,7024
495,1517,7032
496,1518,7040
497,1519,7048
498,1520,7056
499,1521,7064
500,1522,7072
501,1523,7080
502,1524,7088
503,1525,7096
504,1526,7104
505,1527,7112
506,1528,7120
507,1529,7128
508,1530,7136
509,1531,7144
510,1532,7152
511,1533,7160
512,1534,7168
513,1535,7176
514,1536,7184
515,1537,7192
516,1538,7200
517,1539,7208
518,1540,7216
519,1541,7224
520,1542,7232
521,1543,7240
522,1544,7248
523,1545,7256
524,1546,7264
525,1547,7272
526,1548,7280
527,1549,7288
528,1550,7296
529,1551,7304
530,1552,7312
531,1553,7320
532,1554,7328
533,1555,7336
534,1556,7344
535,1557,7352
536,1558,7360
537,1559,7368
538,1560,7376
539,1561,7384
540,1562,7392
541,1563,7400
542,1564,7408
543,1565,7416
544,1566,7424
545,1567,7432
546,1568,7440
547,1569,7448
548,1570,7456
549,1571,7464
550,1572,7472
551,1573,7480
552,1574,7488
553,1575,7496
554,1576,7504
555,1577,7512
556,1578,7520
557,1579,7528
558,1580,7536
559,1581,7544
560,1582,7552
561,1583,7560
562,1584,7568
563,1585,7576
564,1586,7584
565,1587,7592
566,1588,7600
567,1589,7608
568,1590,7616
569,1591,7624
570,1592,7632
571,1593,7640
572,1594,7648
573,1595,7656
574,1596,7664
575,1597,7672
576,1598,7680
577,1599,7688
578,1600,7696
579,1601,7704
580,1602,7712
581,1603,7720
582,1604,7728
583,1605,7736
584,1606,7744
585,1607,7752
586,1608,7760
587,1609,7768
588,1610,7776
589,1611,7784
590,1612,7792
591,1613,7800
592,1614,7808
593,1615,7816
594,1616,7824
595,1617,7832
596,1618,7840
597,1619,7848
598,1620,7856
599,1621,7864
600,1622,7872
601,1623,7880
602,1624,7888
603,1625,7896
604,1626,7904
605,1627,7912
606,1628,7920
607,1629,7928
608,1630,7936
609,1631,7944
610,1632,7952
611,1633,7960
612,1634,7968
613,1635,7976
614,1636,7984
615,1637,7992
616,1638,8000
617,1639,8008
618,1640,8016
619,1641,8024
620,1642,8032
621,1643,8040
622,1644,8048
623,1645,8056
624,1646,8064
625,1647,8072
626,1648,8080
627,1649,8088
